,loss,MAE,RMSE,MAPE,MSLE,val_loss,val_MAE,val_RMSE,val_MAPE,val_MSLE
0,419463.75,383.07135009765625,591.8781127929688,12578366464.0,4.507686614990234,175955.25,303.67279052734375,419.4701843261719,19601487872.0,1.9381392002105713
1,158702.375,280.5997619628906,398.3746643066406,16669691904.0,1.7845237255096436,147343.578125,268.0718688964844,383.8536071777344,13856374784.0,1.579798936843872
2,142609.75,260.4449768066406,377.6370544433594,11200312320.0,1.4945621490478516,136429.265625,255.06797790527344,369.3633117675781,8630728704.0,1.2678470611572266
3,131035.0546875,246.30690002441406,361.9876403808594,6710230016.0,1.2670451402664185,130509.4140625,241.22256469726562,361.2608642578125,4313902080.0,0.9927147626876831
4,122959.75,235.12037658691406,350.6561584472656,3497724416.0,1.054168939590454,120278.4296875,235.32325744628906,346.8117980957031,2728296960.0,0.8390212059020996
5,115136.8046875,226.92062377929688,339.3181457519531,1854943616.0,0.8544559478759766,112987.4609375,224.7208709716797,336.1360778808594,976945920.0,0.6644513010978699
6,109509.0859375,221.55792236328125,330.92156982421875,1208033536.0,0.791145920753479,110977.03125,218.69517517089844,333.13214111328125,649294208.0,0.6459009647369385
7,102841.8515625,215.09097290039062,320.68963623046875,1014296256.0,0.775016725063324,105047.421875,214.56027221679688,324.1101989746094,903392192.0,0.708490788936615
8,98876.34375,210.75985717773438,314.4460754394531,1075432960.0,0.7924430966377258,99635.09375,214.64646911621094,315.6502685546875,1074583040.0,0.7736310958862305
9,95804.375,208.10279846191406,309.5228271484375,1100028672.0,0.79861980676651,101557.703125,210.15682983398438,318.6811828613281,1238564864.0,0.7834374904632568
10,92123.828125,204.177001953125,303.5190734863281,1143255552.0,0.7967392206192017,95602.7890625,207.60667419433594,309.1969909667969,1284803584.0,0.7989112138748169
11,90294.2890625,202.1242218017578,300.4900817871094,1179254784.0,0.7975844740867615,93902.453125,208.39207458496094,306.43505859375,1316182912.0,0.8064167499542236
12,88090.1328125,199.87774658203125,296.7998046875,1194514816.0,0.7949758172035217,94889.7109375,211.4380645751953,308.0417175292969,1296702592.0,0.817553699016571
13,85413.40625,195.81654357910156,292.2557067871094,1113311616.0,0.768393337726593,91357.671875,204.52178955078125,302.2543029785156,1233560448.0,0.7906104922294617
14,83144.6328125,193.90708923339844,288.3481140136719,1085501312.0,0.7595221996307373,89464.625,197.4562225341797,299.1063537597656,1155932032.0,0.7409564852714539
15,81892.46875,192.82196044921875,286.1686096191406,1027222976.0,0.7378178238868713,88188.2734375,198.9344940185547,296.965087890625,1068667136.0,0.7314339280128479
16,80221.4453125,189.45529174804688,283.23388671875,824946752.0,0.6837062835693359,89926.8359375,201.5926971435547,299.8780517578125,1112136320.0,0.7383136749267578
17,77915.671875,186.68869018554688,279.1337890625,947032768.0,0.7000226378440857,85148.453125,192.98313903808594,291.80206298828125,966223872.0,0.692512035369873
18,75520.53125,183.3248748779297,274.80999755859375,796908544.0,0.6566054821014404,87868.1640625,199.984130859375,296.4256591796875,985134336.0,0.7178041338920593
19,73646.1640625,180.93487548828125,271.3782653808594,737744832.0,0.6410321593284607,84783.203125,188.96556091308594,291.175537109375,869943616.0,0.6376019716262817
20,71911.3203125,178.58636474609375,268.162841796875,679209728.0,0.6147437691688538,81658.15625,191.25350952148438,285.7589111328125,838892800.0,0.6594411730766296
21,69570.5703125,175.97958374023438,263.7623291015625,642314880.0,0.5956776142120361,81404.9375,188.09432983398438,285.31549072265625,724144128.0,0.6046343445777893
22,68460.53125,174.56512451171875,261.6496276855469,540842560.0,0.5569443702697754,85455.28125,198.2337188720703,292.3273620605469,585364032.0,0.5801788568496704
23,65824.78125,170.83848571777344,256.5633850097656,423614144.0,0.5064889192581177,81881.6171875,193.6234130859375,286.149658203125,509963200.0,0.5640329122543335
24,65128.64453125,169.62020874023438,255.20314025878906,305212928.0,0.46128806471824646,78573.5,188.38906860351562,280.3096618652344,315699456.0,0.47770312428474426
25,61957.66796875,165.61849975585938,248.9129638671875,204889296.0,0.4064291715621948,74425.03125,179.94387817382812,272.80950927734375,289401120.0,0.4450666308403015
26,60339.4609375,162.7317657470703,245.6409149169922,163207120.0,0.37051156163215637,72406.734375,178.6065673828125,269.0849914550781,181385168.0,0.3588399291038513
27,58075.63671875,160.23748779296875,240.98887634277344,156477568.0,0.3503223955631256,71201.4921875,177.21414184570312,266.8360595703125,192224000.0,0.3940088152885437
28,56529.203125,157.44175720214844,237.75869750976562,138538976.0,0.33634769916534424,70109.8828125,173.02981567382812,264.78271484375,171510992.0,0.3444098234176636
29,54749.66796875,155.22760009765625,233.98648071289062,152488464.0,0.327328622341156,69716.734375,171.9754638671875,264.03924560546875,169880400.0,0.3630323112010956
30,53244.32421875,152.8780517578125,230.747314453125,172067184.0,0.333825945854187,69195.6875,171.3671112060547,263.05072021484375,185002176.0,0.35897716879844666
31,51575.41796875,150.24591064453125,227.1022186279297,171409984.0,0.333830863237381,67490.921875,170.28492736816406,259.7901611328125,191806384.0,0.3773968517780304
32,50320.84765625,148.35511779785156,224.32308959960938,169470272.0,0.3217032253742218,67937.796875,166.6763458251953,260.6488037109375,184306240.0,0.36991819739341736
33,48203.24609375,144.45021057128906,219.5523681640625,157346272.0,0.316573828458786,66393.578125,165.84451293945312,257.66949462890625,168176608.0,0.3264872133731842
34,47646.87890625,143.14208984375,218.28164672851562,172484256.0,0.3296942412853241,70638.8125,171.73849487304688,265.7796325683594,180141504.0,0.3684343695640564
35,46372.73828125,142.49977111816406,215.3433074951172,175175232.0,0.30860093235969543,63463.8828125,166.09498596191406,251.92039489746094,177153968.0,0.34743377566337585
36,45061.35546875,140.39967346191406,212.27659606933594,173279360.0,0.3051646947860718,67697.0234375,169.50038146972656,260.1864929199219,160863664.0,0.3461049795150757
37,43062.890625,136.62387084960938,207.5159912109375,182482592.0,0.32821765542030334,67120.96875,167.39878845214844,259.0771484375,244017440.0,0.3301699161529541
38,42688.16015625,135.75082397460938,206.6111297607422,189517264.0,0.29670172929763794,58710.65234375,155.53195190429688,242.3028106689453,170836288.0,0.32717132568359375
39,41435.87109375,133.54339599609375,203.5580291748047,184973024.0,0.303849458694458,59963.7421875,155.27365112304688,244.8749542236328,165221712.0,0.34057387709617615
40,39388.26953125,131.15802001953125,198.46478271484375,185132512.0,0.29063960909843445,61074.265625,155.63136291503906,247.132080078125,170052960.0,0.3081572949886322
41,40271.9453125,132.50633239746094,200.6787109375,193819664.0,0.29133692383766174,58532.57421875,158.03573608398438,241.93505859375,173915712.0,0.3534066677093506
42,37462.4375,127.56236267089844,193.55215454101562,185566112.0,0.2974949777126312,63274.27734375,162.70758056640625,251.5437774658203,182371840.0,0.31877127289772034
43,37421.2421875,127.53044128417969,193.44570922851562,194991600.0,0.281037300825119,55840.2109375,150.23463439941406,236.30532836914062,171458336.0,0.309929221868515
44,35545.25,124.45521545410156,188.53448486328125,228911520.0,0.27562928199768066,55604.84375,149.22860717773438,235.80679321289062,209653584.0,0.3547421395778656
45,34901.10546875,123.23107147216797,186.81837463378906,201424080.0,0.27257969975471497,55234.4921875,146.05836486816406,235.02020263671875,219348128.0,0.2785862386226654
46,33604.07421875,121.50726318359375,183.3141326904297,224858704.0,0.2727595269680023,52769.703125,144.073974609375,229.71656799316406,204351456.0,0.28095656633377075
47,32649.93359375,118.79402160644531,180.69293212890625,237470864.0,0.26000314950942993,52625.30859375,144.5714569091797,229.40206909179688,197026768.0,0.2714754045009613
48,32366.68359375,118.88749694824219,179.9074249267578,219472624.0,0.29260551929473877,52220.08984375,142.8559112548828,228.51715087890625,248322208.0,0.2513233721256256
49,32068.810546875,118.28511047363281,179.07766723632812,225935136.0,0.25017255544662476,52302.4375,145.55255126953125,228.69725036621094,233969872.0,0.30252745747566223
50,30654.740234375,115.17931365966797,175.08494567871094,225429472.0,0.2583751678466797,50549.6328125,142.10459899902344,224.83245849609375,176189376.0,0.32347458600997925
51,29681.966796875,113.5130844116211,172.2845458984375,223945088.0,0.23873873054981232,51461.8203125,142.39401245117188,226.8519744873047,183620576.0,0.33468908071517944
52,29084.580078125,112.27809143066406,170.54202270507812,215686416.0,0.24551866948604584,49035.12890625,137.96929931640625,221.4387664794922,168909520.0,0.25741103291511536
53,29195.779296875,112.28870391845703,170.8677215576172,215354656.0,0.24841581284999847,51117.390625,141.07308959960938,226.091552734375,279001248.0,0.27221575379371643
54,28414.654296875,111.07266998291016,168.56646728515625,220578240.0,0.258747398853302,49093.91796875,141.3765869140625,221.57147216796875,262108720.0,0.27504777908325195
55,27565.20703125,108.67793273925781,166.02772521972656,222124432.0,0.23338720202445984,48437.3203125,138.5481719970703,220.0847930908203,198851728.0,0.25575077533721924
56,26757.0234375,107.84327697753906,163.57574462890625,208191744.0,0.23963631689548492,49327.52734375,138.83485412597656,222.09800720214844,228500240.0,0.26883664727211
57,26851.9453125,108.35272979736328,163.86563110351562,200818080.0,0.23855453729629517,48274.3359375,143.1422882080078,219.71420288085938,260997696.0,0.24442724883556366
58,25642.849609375,105.64995574951172,160.13385009765625,209618432.0,0.2177043855190277,48174.40625,137.9211883544922,219.48667907714844,223964240.0,0.3513190448284149
59,26123.8984375,106.50840759277344,161.62889099121094,192354976.0,0.22560977935791016,53385.203125,144.58941650390625,231.05238342285156,173073968.0,0.2661360502243042
60,24838.2890625,103.69280242919922,157.60166931152344,196841200.0,0.21956336498260498,47487.29296875,138.3291473388672,217.91578674316406,211804128.0,0.394257128238678
61,24445.83984375,103.29240417480469,156.35165405273438,186458496.0,0.22398915886878967,45891.8828125,133.93336486816406,214.22390747070312,235879104.0,0.2708612382411957
62,24129.16796875,102.14879608154297,155.33566284179688,196883056.0,0.21953549981117249,45367.76953125,133.0288848876953,212.9971160888672,174483376.0,0.24425525963306427
63,23730.96875,101.30816650390625,154.048583984375,177676528.0,0.21497675776481628,45082.83984375,133.1551055908203,212.3271942138672,148572592.0,0.2826724052429199
64,23606.734375,101.42897033691406,153.6448211669922,181283616.0,0.21435712277889252,47443.57421875,136.92367553710938,217.81546020507812,144372448.0,0.2533115744590759
65,23277.494140625,101.32343292236328,152.56964111328125,158397920.0,0.22043554484844208,46619.5390625,137.08343505859375,215.9155731201172,173014112.0,0.30986538529396057
66,21548.986328125,97.87623596191406,146.7957305908203,168740208.0,0.21237659454345703,44491.23828125,132.63572692871094,210.92947387695312,177509488.0,0.26024261116981506
