,loss,MAE,RMSE,MAPE,MSLE,val_loss,val_MAE,val_RMSE,val_MAPE,val_MSLE
0,2673408.25,656.2103881835938,912.1065063476562,2193218.75,28.602319717407227,1083460.5,708.15234375,954.5049438476562,1083460.5,32.311927795410156
1,1323517.375,702.6683959960938,955.2504272460938,1323517.375,26.247196197509766,765609.3125,703.2622680664062,951.14013671875,765609.3125,19.984861373901367
2,870978.5625,697.10302734375,951.279541015625,870978.5625,17.2954044342041,745712.625,697.94775390625,947.2582397460938,745712.625,15.146793365478516
3,632159.5,691.7415161132812,947.4555053710938,632159.5,13.68243408203125,409079.78125,694.120849609375,944.494384765625,409079.78125,13.123085975646973
4,488373.90625,688.0953369140625,944.8649291992188,488373.90625,12.106124877929688,255921.875,688.9880981445312,940.8681640625,255921.875,11.218505859375
5,339365.4375,684.2272338867188,942.1473388671875,339365.4375,10.838735580444336,323133.5625,686.3177490234375,938.9866943359375,323133.5625,10.473979949951172
6,300308.28125,681.6492309570312,940.3250732421875,300308.28125,10.151926040649414,169519.8125,683.5545043945312,936.9987182617188,169519.8125,9.796435356140137
7,266419.59375,679.07568359375,938.4104614257812,266419.59375,9.538481712341309,107890.984375,681.153564453125,935.1896362304688,107890.984375,9.26220703125
8,211995.984375,677.0267333984375,936.8538208007812,211995.984375,9.092347145080566,348286.9375,678.9560546875,933.5375366210938,348286.9375,8.832869529724121
9,180122.515625,674.894287109375,935.2322998046875,180122.515625,8.677929878234863,102094.1328125,677.1146240234375,932.1383666992188,102094.1328125,8.502608299255371
10,125447.6640625,673.2532348632812,933.9434814453125,125447.6640625,8.386276245117188,186174.5,675.4387817382812,930.8195190429688,186174.5,8.223725318908691
11,123506.7109375,671.7483520507812,932.7896118164062,123506.7109375,8.135625839233398,282578.5625,674.25048828125,929.8682250976562,282578.5625,8.034292221069336
12,112611.328125,670.3175659179688,931.6260986328125,112611.328125,7.909468173980713,83469.4296875,672.872802734375,928.7427368164062,83469.4296875,7.822565078735352
13,88210.1640625,669.3450927734375,930.8217163085938,88210.1640625,7.765181064605713,121809.6015625,671.34765625,927.473876953125,121809.6015625,7.602526664733887
14,126076.0,667.7667846679688,929.527099609375,126076.0,7.539041042327881,47269.515625,670.1944580078125,926.5145874023438,47269.515625,7.4483771324157715
15,110183.6796875,666.9760131835938,928.859619140625,110183.6796875,7.430337429046631,151256.671875,669.4469604492188,925.871826171875,151256.671875,7.349731922149658
