,loss,mean_absolute_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_root_mean_squared_error
0,413185.0625,440.51348876953125,413185.0625,642.7947387695312,173250.015625,293.50762939453125,173250.015625,416.2331237792969
1,158257.703125,279.04693603515625,158257.703125,397.816162109375,145665.53125,265.3408203125,145665.53125,381.6615295410156
2,141743.8125,260.5073547363281,141743.8125,376.4888000488281,136629.78125,254.4132537841797,136629.78125,369.6346740722656
3,132347.0,248.83839416503906,132347.0,363.7952575683594,128233.140625,244.7926025390625,128233.140625,358.0965576171875
4,123008.9375,236.8915557861328,123008.9375,350.7262878417969,123335.859375,240.60824584960938,123335.859375,351.1920471191406
5,115951.7734375,228.41900634765625,115951.7734375,340.51690673828125,115525.453125,228.8895721435547,115525.453125,339.8903503417969
6,109819.65625,223.26651000976562,109819.65625,331.3905029296875,108359.59375,223.1734619140625,108359.59375,329.18017578125
7,104912.03125,218.88209533691406,104912.03125,323.9012756347656,105804.8828125,214.33517456054688,105804.8828125,325.276611328125
8,100018.65625,213.34181213378906,100018.65625,316.25726318359375,104273.0625,214.48170471191406,104273.0625,322.91339111328125
9,96818.328125,210.03579711914062,96818.328125,311.15643310546875,103758.5,224.6790008544922,103758.5,322.11566162109375
10,95003.5703125,208.5986328125,95003.5703125,308.22650146484375,98162.3203125,214.9862060546875,98162.3203125,313.30865478515625
11,92087.4765625,205.84207153320312,92087.4765625,303.4591979980469,97272.9453125,212.0963134765625,97272.9453125,311.8861083984375
12,90448.9375,203.75794982910156,90448.9375,300.7472839355469,93423.0625,203.7012176513672,93423.0625,305.65185546875
13,88282.8203125,200.5153045654297,88282.8203125,297.1242370605469,93871.890625,201.72569274902344,93871.890625,306.38519287109375
14,86379.8125,197.1988067626953,86379.8125,293.9044189453125,92093.671875,204.65472412109375,92093.671875,303.4693908691406
15,84539.4609375,196.45639038085938,84539.4609375,290.7567138671875,89054.875,202.08718872070312,89054.875,298.4206237792969
16,83401.828125,193.57958984375,83401.828125,288.7937316894531,91704.765625,202.3274688720703,91704.765625,302.82794189453125
17,80598.3359375,190.5637969970703,80598.3359375,283.8984680175781,85734.6953125,194.8723602294922,85734.6953125,292.80487060546875
18,78903.3046875,187.5704345703125,78903.3046875,280.8973083496094,85756.5,197.06442260742188,85756.5,292.84210205078125
19,78401.5625,186.05331420898438,78401.5625,280.0027770996094,91211.078125,205.35653686523438,91211.078125,302.01171875
20,75439.7265625,183.59837341308594,75439.7265625,274.6629333496094,85573.7578125,187.03561401367188,85573.7578125,292.5299377441406
21,72609.453125,177.3540802001953,72609.453125,269.46142578125,78277.859375,185.0404815673828,78277.859375,279.78179931640625
22,70291.515625,175.29934692382812,70291.515625,265.1254577636719,76082.359375,182.08338928222656,76082.359375,275.830322265625
23,67496.6796875,171.00653076171875,67496.6796875,259.8012390136719,76407.6953125,177.8297119140625,76407.6953125,276.41943359375
24,65446.4296875,166.7995147705078,65446.4296875,255.8249969482422,74249.0234375,182.33323669433594,74249.0234375,272.4867248535156
25,63596.7265625,163.810791015625,63596.7265625,252.1839141845703,73999.8046875,173.93238830566406,73999.8046875,272.029052734375
26,61708.44140625,160.43106079101562,61708.44140625,248.41183471679688,70661.8984375,171.08023071289062,70661.8984375,265.82305908203125
27,58948.34765625,155.76181030273438,58948.34765625,242.7928009033203,77478.703125,185.75326538085938,77478.703125,278.3499755859375
28,58314.40234375,154.60092163085938,58314.40234375,241.48374938964844,68162.21875,168.6597137451172,68162.21875,261.0789489746094
29,56299.23828125,151.8694305419922,56299.23828125,237.2746124267578,69727.59375,174.3715057373047,69727.59375,264.0598449707031
30,55750.5390625,152.11598205566406,55750.5390625,236.1155242919922,69485.796875,166.86941528320312,69485.796875,263.6015930175781
31,52392.2890625,145.7803192138672,52392.2890625,228.89361572265625,66186.421875,163.71566772460938,66186.421875,257.2672119140625
32,51556.9609375,144.9206085205078,51556.9609375,227.06158447265625,64897.6953125,159.3218994140625,64897.6953125,254.75025939941406
33,50144.26953125,142.23150634765625,50144.26953125,223.92916870117188,67586.0859375,164.9266815185547,67586.0859375,259.9732360839844
34,48536.15625,138.6240692138672,48536.15625,220.30923461914062,64457.28515625,165.34986877441406,64457.28515625,253.8843994140625
35,47604.98046875,137.61251831054688,47604.98046875,218.18565368652344,60698.09375,157.5233154296875,60698.09375,246.3698272705078
36,45895.45703125,133.90296936035156,45895.45703125,214.2322540283203,60961.50390625,155.28280639648438,60961.50390625,246.90383911132812
37,44797.640625,132.94309997558594,44797.640625,211.65452575683594,62558.69921875,155.84056091308594,62558.69921875,250.11737060546875
38,43143.4765625,130.3691864013672,43143.4765625,207.7100830078125,61132.25390625,153.8201141357422,61132.25390625,247.24937438964844
39,41801.1015625,128.39010620117188,41801.1015625,204.4531707763672,58766.76953125,154.51480102539062,58766.76953125,242.4185791015625
40,41018.0546875,126.76789855957031,41018.0546875,202.52914428710938,56470.796875,148.1474151611328,56470.796875,237.63584899902344
41,40398.2265625,126.16935729980469,40398.2265625,200.99310302734375,56756.35546875,150.36727905273438,56756.35546875,238.23593139648438
42,38355.39453125,124.2795181274414,38355.39453125,195.8453369140625,55781.046875,147.63705444335938,55781.046875,236.18011474609375
43,37202.1328125,121.18274688720703,37202.1328125,192.8785400390625,55368.328125,146.50062561035156,55368.328125,235.30474853515625
44,37127.6015625,120.84539031982422,37127.6015625,192.68524169921875,53436.0703125,143.97882080078125,53436.0703125,231.1624298095703
45,35553.78515625,118.4735336303711,35553.78515625,188.55711364746094,59567.59765625,151.9470977783203,59567.59765625,244.0647430419922
46,34932.92578125,118.60086822509766,34932.92578125,186.9035186767578,51500.23046875,137.93165588378906,51500.23046875,226.93661499023438
47,33145.34765625,114.59696197509766,33145.34765625,182.0586395263672,49543.65625,137.9638214111328,49543.65625,222.58404541015625
48,32402.1953125,112.46158599853516,32402.1953125,180.006103515625,52376.8203125,142.970703125,52376.8203125,228.85983276367188
49,31612.013671875,112.55146789550781,31612.013671875,177.7976837158203,48206.58984375,136.4008026123047,48206.58984375,219.55999755859375
50,29952.63671875,109.09780883789062,29952.63671875,173.06829833984375,50464.71875,138.29440307617188,50464.71875,224.64353942871094
51,31015.44140625,111.60679626464844,31015.44140625,176.1120147705078,49032.1875,135.93568420410156,49032.1875,221.43212890625
52,30189.359375,109.91056060791016,30189.359375,173.7508544921875,50806.390625,140.13800048828125,50806.390625,225.40272521972656
53,28707.62890625,107.61614227294922,28707.62890625,169.43325805664062,48037.30078125,134.43701171875,48037.30078125,219.17413330078125
54,28672.845703125,107.5520248413086,28672.845703125,169.33058166503906,47250.00390625,134.9816436767578,47250.00390625,217.37066650390625
55,27275.54296875,105.32695007324219,27275.54296875,165.15309143066406,47622.49609375,137.2372283935547,47622.49609375,218.2257843017578
56,26630.845703125,105.02356719970703,26630.845703125,163.18960571289062,44328.27734375,127.64095306396484,44328.27734375,210.54281616210938
57,26063.927734375,101.56898498535156,26063.927734375,161.44326782226562,45547.57421875,132.64324951171875,45547.57421875,213.4187774658203
58,25395.484375,100.349853515625,25395.484375,159.35960388183594,53235.2265625,140.62069702148438,53235.2265625,230.72760009765625
59,24837.552734375,100.03009796142578,24837.552734375,157.59934997558594,51320.3984375,143.55764770507812,51320.3984375,226.54005432128906
60,25270.763671875,100.93275451660156,25270.763671875,158.96780395507812,44364.67578125,128.1615753173828,44364.67578125,210.62924194335938
61,25131.232421875,100.099853515625,25131.232421875,158.52833557128906,46294.94921875,132.65374755859375,46294.94921875,215.16261291503906
62,23672.658203125,98.29496765136719,23672.658203125,153.85922241210938,42003.06640625,124.94635009765625,42003.06640625,204.94650268554688
63,22684.888671875,95.80377960205078,22684.888671875,150.6150360107422,42380.6953125,126.97132873535156,42380.6953125,205.86572265625
64,23572.23046875,98.81759643554688,23572.23046875,153.53250122070312,42087.36328125,125.30531311035156,42087.36328125,205.1520538330078
65,22129.2421875,94.35861206054688,22129.2421875,148.75900268554688,42531.1875,126.22530364990234,42531.1875,206.2309112548828
66,22211.232421875,95.6543960571289,22211.232421875,149.03433227539062,41842.15234375,125.82473754882812,41842.15234375,204.5535430908203
67,21000.9453125,91.84564208984375,21000.9453125,144.91702270507812,42331.78125,127.47415161132812,42331.78125,205.74688720703125
68,21318.091796875,93.5186996459961,21318.091796875,146.0071563720703,43930.05078125,130.33953857421875,43930.05078125,209.594970703125
69,21977.0078125,95.6240234375,21977.0078125,148.24644470214844,40927.703125,127.80642700195312,40927.703125,202.30596923828125
70,20311.375,90.69147491455078,20311.375,142.51797485351562,39462.65625,121.17686462402344,39462.65625,198.652099609375
71,20576.69140625,92.54894256591797,20576.69140625,143.44578552246094,42296.9375,126.4327392578125,42296.9375,205.6621856689453
72,19915.017578125,90.61795806884766,19915.017578125,141.12057495117188,37751.53515625,118.34693908691406,37751.53515625,194.29754638671875
73,20212.939453125,91.1043930053711,20212.939453125,142.17221069335938,40474.3984375,122.6357192993164,40474.3984375,201.1824951171875
74,20338.421875,90.58316040039062,20338.421875,142.6128387451172,37954.41796875,119.14232635498047,37954.41796875,194.81893920898438
75,19166.67578125,88.47744750976562,19166.67578125,138.4437713623047,40112.71484375,123.29180908203125,40112.71484375,200.28158569335938
76,19216.376953125,89.70379638671875,19216.376953125,138.62315368652344,38430.78125,120.09333038330078,38430.78125,196.03770446777344
77,17933.275390625,85.68981170654297,17933.275390625,133.91517639160156,42250.37890625,127.83728790283203,42250.37890625,205.54896545410156
78,18627.6875,87.9365463256836,18627.6875,136.48329162597656,43009.12109375,128.18655395507812,43009.12109375,207.3863983154297
79,18904.478515625,87.8648681640625,18904.478515625,137.49356079101562,39130.5859375,122.07201385498047,39130.5859375,197.8145294189453
80,17521.24609375,85.34722900390625,17521.24609375,132.3678436279297,39319.47265625,121.39816284179688,39319.47265625,198.2913818359375
81,18670.7421875,86.7786636352539,18670.7421875,136.64093017578125,39945.1953125,123.68195343017578,39945.1953125,199.86294555664062
82,17844.1015625,85.48474884033203,17844.1015625,133.58181762695312,38242.64453125,119.97127532958984,38242.64453125,195.55726623535156
83,17406.23046875,85.05215454101562,17406.23046875,131.93267822265625,36005.69921875,116.56353759765625,36005.69921875,189.75167846679688
84,17354.208984375,84.35845947265625,17354.208984375,131.73538208007812,35765.55078125,115.2107925415039,35765.55078125,189.11782836914062
85,17151.560546875,83.40161895751953,17151.560546875,130.96397399902344,38591.44921875,123.42533874511719,38591.44921875,196.4470672607422
86,17244.56640625,83.87386322021484,17244.56640625,131.31857299804688,38678.63671875,123.63482666015625,38678.63671875,196.66885375976562
87,16614.896484375,82.88994598388672,16614.896484375,128.89878845214844,36196.74609375,117.12371826171875,36196.74609375,190.25442504882812
88,16802.720703125,82.65676879882812,16802.720703125,129.62530517578125,38390.01953125,119.59909057617188,38390.01953125,195.9337158203125
89,15919.865234375,80.44192504882812,15919.865234375,126.1739501953125,39735.16015625,122.465576171875,39735.16015625,199.33680725097656
90,15571.052734375,79.90241241455078,15571.052734375,124.78402709960938,36572.9609375,117.0350112915039,36572.9609375,191.24058532714844
91,15259.5927734375,79.47260284423828,15259.5927734375,123.52972412109375,34885.453125,113.65557861328125,34885.453125,186.77647399902344
92,15892.1884765625,81.04911804199219,15892.1884765625,126.06422424316406,35435.3125,114.51533508300781,35435.3125,188.24269104003906
93,14941.078125,78.6334457397461,14941.078125,122.23370361328125,35596.1953125,115.8558120727539,35596.1953125,188.66954040527344
94,15004.4228515625,79.26535034179688,15004.4228515625,122.49253845214844,33725.3359375,111.8554916381836,33725.3359375,183.64459228515625
95,15615.9794921875,79.85183715820312,15615.9794921875,124.96391296386719,35485.98046875,116.01209259033203,35485.98046875,188.37722778320312
96,14671.517578125,77.58594512939453,14671.517578125,121.12603759765625,35891.23046875,117.19754791259766,35891.23046875,189.44981384277344
97,15103.4287109375,79.20735931396484,15103.4287109375,122.89601135253906,35335.2578125,114.5289077758789,35335.2578125,187.97674560546875
98,13899.6103515625,75.7471923828125,13899.6103515625,117.8966064453125,38047.3359375,120.53136444091797,38047.3359375,195.05726623535156
99,15242.701171875,79.33731842041016,15242.701171875,123.46133422851562,33756.265625,112.17552185058594,33756.265625,183.72879028320312
100,13824.3583984375,74.9854507446289,13824.3583984375,117.57703399658203,35603.56640625,116.88706970214844,35603.56640625,188.68907165527344
101,13210.9013671875,74.30516052246094,13210.9013671875,114.93868255615234,35990.7578125,116.63418579101562,35990.7578125,189.71229553222656
102,13714.158203125,74.87056732177734,13714.158203125,117.10746765136719,33267.3515625,109.58229064941406,33267.3515625,182.39340209960938
103,13377.8173828125,74.45108032226562,13377.8173828125,115.66251373291016,35032.53125,112.6133804321289,35032.53125,187.1697998046875
104,13524.0166015625,75.08702850341797,13524.0166015625,116.29280853271484,38035.953125,120.8357925415039,38035.953125,195.028076171875
105,12960.697265625,73.52301025390625,12960.697265625,113.84505462646484,34705.6171875,114.30535888671875,34705.6171875,186.29443359375
106,12762.494140625,72.64732360839844,12762.494140625,112.97120666503906,32699.28515625,109.38258361816406,32699.28515625,180.82943725585938
107,12581.294921875,72.30075073242188,12581.294921875,112.16637420654297,36630.8984375,116.73998260498047,36630.8984375,191.39199829101562
108,13395.69140625,74.45429229736328,13395.69140625,115.73975372314453,36361.76171875,115.94873809814453,36361.76171875,190.68760681152344
109,13349.623046875,74.51472473144531,13349.623046875,115.54056549072266,31502.5078125,106.92647552490234,31502.5078125,177.4894561767578
110,12718.9521484375,72.4979248046875,12718.9521484375,112.77833557128906,31673.671875,106.6438217163086,31673.671875,177.9709930419922
111,13162.7802734375,73.52596282958984,13162.7802734375,114.72916412353516,34477.8515625,113.08279418945312,34477.8515625,185.68212890625
112,13116.8291015625,73.33830261230469,13116.8291015625,114.52872467041016,33100.08984375,110.29165649414062,33100.08984375,181.93429565429688
113,12900.1728515625,74.10481262207031,12900.1728515625,113.57892608642578,32734.46484375,110.2204818725586,32734.46484375,180.9266815185547
114,13395.1240234375,73.15773010253906,13395.1240234375,115.7373046875,33416.625,108.74042510986328,33416.625,182.80215454101562
115,12486.0869140625,71.80892944335938,12486.0869140625,111.74115753173828,34344.09765625,112.5136947631836,34344.09765625,185.3216094970703
116,12057.75,70.5394515991211,12057.75,109.80778503417969,32052.580078125,108.9758529663086,32052.580078125,179.0323486328125
117,12351.4228515625,71.99066925048828,12351.4228515625,111.13695526123047,34614.5625,111.81798553466797,34614.5625,186.04989624023438
118,11850.162109375,70.06946563720703,11850.162109375,108.85845184326172,31378.568359375,105.74871826171875,31378.568359375,177.1399688720703
119,11748.8828125,69.99043273925781,11748.8828125,108.39226531982422,31455.736328125,105.56537628173828,31455.736328125,177.35765075683594
120,11304.48046875,67.92323303222656,11304.48046875,106.3225326538086,31925.349609375,106.0274658203125,31925.349609375,178.67666625976562
121,11271.009765625,68.76927185058594,11271.009765625,106.16500854492188,31850.6015625,105.65605163574219,31850.6015625,178.4673614501953
122,11483.6162109375,68.16082763671875,11483.6162109375,107.16163635253906,33976.73828125,111.5850601196289,33976.73828125,184.3278045654297
123,11242.5087890625,68.47795104980469,11242.5087890625,106.03070068359375,32544.529296875,108.98946380615234,32544.529296875,180.40101623535156
