,loss,mean_absolute_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_root_mean_squared_error
0,239845.453125,328.7106628417969,239845.453125,489.7402038574219,123346.1171875,242.38204956054688,123346.1171875,351.2066650390625
1,110293.1015625,226.61427307128906,110293.1015625,332.10406494140625,101998.6484375,210.0703887939453,101998.6484375,319.3722839355469
2,103241.2109375,216.8355712890625,103241.2109375,321.31170654296875,99913.859375,214.849365234375,99913.859375,316.0915222167969
3,87190.0859375,199.43850708007812,87190.0859375,295.2796630859375,96460.703125,211.59498596191406,96460.703125,310.58123779296875
4,80666.953125,191.97666931152344,80666.953125,284.019287109375,103946.9921875,211.81076049804688,103946.9921875,322.4081115722656
5,79104.0625,190.3123779296875,79104.0625,281.25445556640625,75514.15625,177.6437225341797,75514.15625,274.79840087890625
6,66351.234375,170.8367462158203,66351.234375,257.58734130859375,65119.37109375,169.98483276367188,65119.37109375,255.18496704101562
7,57719.3515625,159.7286834716797,57719.3515625,240.24851989746094,65526.3828125,162.9234161376953,65526.3828125,255.98121643066406
8,50885.00390625,147.61900329589844,50885.00390625,225.57704162597656,58458.08984375,153.64613342285156,58458.08984375,241.7810821533203
9,42281.49609375,131.43524169921875,42281.49609375,205.62464904785156,51673.99609375,145.35491943359375,51673.99609375,227.31915283203125
10,38928.90234375,124.85145568847656,38928.90234375,197.30409240722656,50425.1171875,140.54647827148438,50425.1171875,224.5553741455078
11,36176.52734375,121.150634765625,36176.52734375,190.20127868652344,44984.78125,132.21206665039062,44984.78125,212.09616088867188
12,31897.6171875,113.23139190673828,31897.6171875,178.5990447998047,44619.28515625,126.9178466796875,44619.28515625,211.23277282714844
13,30166.78515625,109.1714859008789,30166.78515625,173.68588256835938,48404.53515625,133.4544219970703,48404.53515625,220.0102996826172
14,26638.31640625,103.3178939819336,26638.31640625,163.21249389648438,42291.19921875,124.14849090576172,42291.19921875,205.6482391357422
15,26097.458984375,101.61376190185547,26097.458984375,161.5470733642578,39526.71484375,122.61759948730469,39526.71484375,198.81326293945312
16,23471.078125,95.86460876464844,23471.078125,153.20272827148438,46614.16015625,131.6046905517578,46614.16015625,215.9031219482422
17,22347.037109375,93.54562377929688,22347.037109375,149.4892578125,38908.0,120.15028381347656,38908.0,197.25111389160156
18,24596.75390625,99.51985168457031,24596.75390625,156.83352661132812,34688.734375,111.99191284179688,34688.734375,186.24911499023438
19,18875.154296875,86.57109069824219,18875.154296875,137.38687133789062,32279.8359375,106.17288208007812,32279.8359375,179.6658935546875
20,19504.61328125,88.76663208007812,19504.61328125,139.65892028808594,38003.40234375,119.5849838256836,38003.40234375,194.94461059570312
21,17156.462890625,82.6744384765625,17156.462890625,130.98268127441406,37693.12890625,115.3343505859375,37693.12890625,194.14718627929688
22,17544.349609375,84.3582763671875,17544.349609375,132.455078125,36103.1484375,113.14323425292969,36103.1484375,190.00828552246094
23,17200.255859375,83.68569946289062,17200.255859375,131.14974975585938,37430.58203125,115.85887145996094,37430.58203125,193.4698486328125
24,18052.58984375,85.83429718017578,18052.58984375,134.35992431640625,33283.265625,107.21025848388672,33283.265625,182.43701171875
25,15483.134765625,79.08240509033203,15483.134765625,124.43124389648438,31506.794921875,104.3195571899414,31506.794921875,177.5015411376953
26,15911.123046875,79.32386779785156,15911.123046875,126.13929748535156,30056.85546875,102.65767669677734,30056.85546875,173.36912536621094
27,13323.8251953125,73.6072769165039,13323.8251953125,115.42887878417969,32115.0703125,107.90898895263672,32115.0703125,179.206787109375
28,13480.0400390625,73.80978393554688,13480.0400390625,116.10357666015625,29666.45703125,102.61590576171875,29666.45703125,172.23953247070312
29,14820.76953125,75.91374969482422,14820.76953125,121.74058532714844,34077.703125,113.25760650634766,34077.703125,184.60147094726562
