,loss,MAE,RMSE,MAPE,MSLE,val_loss,val_MAE,val_RMSE,val_MAPE,val_MSLE
0,463369.25,396.7773132324219,621.7269287109375,10391803904.0,4.324211597442627,182089.109375,304.03631591796875,426.7190246582031,18618824704.0,1.869162917137146
1,167300.3125,288.3439025878906,409.02362060546875,16573793280.0,1.7781256437301636,153332.796875,272.90185546875,391.57733154296875,13837159424.0,1.5912458896636963
2,148655.109375,268.4490966796875,385.55816650390625,12317411328.0,1.5621463060379028,143805.0625,268.2594909667969,379.21636962890625,11562363904.0,1.4793009757995605
3,141082.234375,259.36260986328125,375.6091613769531,9646472192.0,1.4342643022537231,136749.375,257.4403991699219,369.79638671875,8467373568.0,1.3229098320007324
4,135808.5625,253.50328063964844,368.5221252441406,7216717824.0,1.3201913833618164,136422.71875,250.01937866210938,369.3544616699219,5580087808.0,1.1385467052459717
5,132848.265625,248.04478454589844,364.4835510253906,5456492544.0,1.2117503881454468,131805.9375,248.94036865234375,363.0508728027344,4896039424.0,1.1099371910095215
6,130481.5546875,245.28964233398438,361.2222900390625,4232318976.0,1.1376678943634033,130865.8984375,248.03109741210938,361.75390625,4112795904.0,1.0383456945419312
7,128200.5234375,242.12857055664062,358.0509948730469,3385336832.0,1.0632736682891846,127613.6171875,241.1016387939453,357.23046875,3242493184.0,0.9620685577392578
8,126531.453125,239.9733428955078,355.71258544921875,2715547904.0,1.0017138719558716,127140.4375,241.65652465820312,356.56756591796875,2822850560.0,0.9195236563682556
9,124752.5234375,236.5751495361328,353.2032470703125,2334488064.0,0.9435673356056213,124967.5078125,239.14553833007812,353.5074157714844,2360270080.0,0.8707591891288757
10,123532.2734375,235.32305908203125,351.4715881347656,2014298496.0,0.9027403593063354,123737.2421875,235.3182830810547,351.7630310058594,1850872064.0,0.7969425320625305
11,122041.5546875,233.2336883544922,349.3444519042969,1732887808.0,0.8634695410728455,123996.3046875,237.5928955078125,352.1310729980469,1877714944.0,0.7875370383262634
12,120099.984375,230.69471740722656,346.554443359375,1572189952.0,0.8247594833374023,121996.0625,239.1883544921875,349.2793273925781,1727687168.0,0.7998858690261841
13,117950.0234375,229.0147705078125,343.4385070800781,1450153984.0,0.8079863786697388,119176.1640625,231.8626708984375,345.218994140625,1416561024.0,0.7241416573524475
14,114838.1796875,225.61134338378906,338.8778076171875,1396892544.0,0.7883349061012268,117138.9453125,224.72279357910156,342.25567626953125,1096662656.0,0.6557921171188354
15,112534.03125,222.7910919189453,335.4609375,1326637696.0,0.7624431252479553,115705.515625,222.8708953857422,340.1551208496094,859068736.0,0.602838933467865
16,107203.1796875,217.5796661376953,327.4189758300781,1121229440.0,0.7377792596817017,110188.59375,222.46588134765625,331.9466552734375,1132356224.0,0.6559275388717651
17,102975.765625,213.55181884765625,320.89837646484375,1090597888.0,0.7316014766693115,106608.1796875,221.5248260498047,326.5090637207031,953857664.0,0.6446335911750793
18,99677.4140625,209.9492950439453,315.71728515625,997506240.0,0.7119077444076538,102272.5234375,215.8595428466797,319.8007507324219,675374400.0,0.5751321315765381
19,96206.515625,206.07177734375,310.1717529296875,881017216.0,0.6831109523773193,99023.046875,209.55674743652344,314.67926025390625,539387072.0,0.506604015827179
20,93371.3046875,202.7727508544922,305.5671691894531,790111552.0,0.6420227289199829,98273.1796875,202.65830993652344,313.48553466796875,479479552.0,0.44351592659950256
21,91803.484375,201.815185546875,302.99090576171875,752359424.0,0.6244990229606628,95458.6171875,203.74639892578125,308.9637756347656,494741344.0,0.4937041997909546
22,89558.4921875,198.12628173828125,299.26324462890625,742840192.0,0.5956923365592957,93992.453125,206.18687438964844,306.5818786621094,561034944.0,0.4864460229873657
23,87683.9296875,197.2076873779297,296.1147155761719,721789696.0,0.5745406150817871,94194.609375,199.06033325195312,306.9114074707031,586478016.0,0.42156654596328735
24,86681.5078125,195.0411376953125,294.417236328125,679413056.0,0.5499468445777893,90596.84375,195.8270721435547,300.99310302734375,535024288.0,0.43067222833633423
25,83290.2421875,190.778076171875,288.6004943847656,667245184.0,0.5348873138427734,88388.6015625,196.1946563720703,297.30218505859375,539525120.0,0.46612659096717834
26,81775.6640625,188.41285705566406,285.9644470214844,647769728.0,0.5250225067138672,87681.421875,197.59222412109375,296.1104736328125,667603520.0,0.43397900462150574
27,79724.1640625,186.68212890625,282.35467529296875,668671424.0,0.5113487243652344,84583.296875,191.8756561279297,290.8320617675781,633121472.0,0.429220587015152
28,77937.84375,184.38148498535156,279.1734924316406,643934720.0,0.4892173111438751,83346.4375,191.9834747314453,288.69781494140625,688925760.0,0.4266878366470337
29,75368.125,180.08277893066406,274.5325622558594,660914496.0,0.48196113109588623,82648.1640625,191.71632385253906,287.4859313964844,653977216.0,0.4243532717227936
30,74298.6171875,180.53689575195312,272.5777282714844,698569472.0,0.48625847697257996,80537.5234375,183.509521484375,283.79132080078125,752969344.0,0.4252201318740845
31,72244.5390625,176.0847625732422,268.783447265625,710588800.0,0.4829297959804535,78673.765625,187.91656494140625,280.4884338378906,729953792.0,0.42512279748916626
32,70169.0390625,173.31309509277344,264.8943786621094,701551360.0,0.4674360752105713,77095.4921875,185.9031219482422,277.6607360839844,809960448.0,0.4532226026058197
33,68804.9296875,171.81143188476562,262.3069152832031,705273536.0,0.4699586033821106,74917.984375,183.707275390625,273.71148681640625,808938368.0,0.43121546506881714
34,66637.0703125,169.15679931640625,258.1415710449219,706980800.0,0.48576995730400085,73937.9140625,179.62890625,271.9152526855469,797768064.0,0.42357537150382996
35,65080.296875,166.5238800048828,255.1083984375,724790912.0,0.48834139108657837,72329.0390625,176.57565307617188,268.9405822753906,824036480.0,0.42522960901260376
36,63677.109375,165.4308624267578,252.34323120117188,762231552.0,0.45936906337738037,71941.78125,179.3887176513672,268.2196350097656,795154688.0,0.4255857765674591
37,61900.79296875,161.90667724609375,248.7987060546875,695153664.0,0.47709372639656067,71409.484375,180.51353454589844,267.22552490234375,831848512.0,0.4691046178340912
38,60273.90234375,160.39283752441406,245.50743103027344,735047744.0,0.47367212176322937,71215.6328125,178.47543334960938,266.8625793457031,871138560.0,0.4957202076911926
39,57944.31640625,156.75408935546875,240.71624755859375,723973504.0,0.4889220893383026,70132.4375,177.9344940185547,264.8252868652344,781271552.0,0.4507482349872589
40,56376.3125,154.91485595703125,237.4369659423828,720151936.0,0.49424314498901367,65280.18359375,166.8395538330078,255.49986267089844,818803776.0,0.4310094118118286
