,loss,mean_absolute_error,mean_squared_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error,val_root_mean_squared_error
0,515664.0625,496.1921691894531,515664.0625,718.0975341796875,189709.296875,319.85760498046875,189709.296875,435.5563049316406
1,169918.234375,292.8855285644531,169918.234375,412.2113952636719,154543.890625,279.8064880371094,154543.890625,393.1206970214844
2,149128.75,270.5670166015625,149128.75,386.1719055175781,143737.234375,263.019775390625,143737.234375,379.1269226074219
3,141143.0625,261.6687316894531,141143.0625,375.69012451171875,137998.5625,256.36358642578125,137998.5625,371.4815673828125
4,136030.4375,253.5625,136030.4375,368.8230285644531,135301.09375,249.96461486816406,135301.09375,367.8329772949219
5,132728.9375,249.00978088378906,132728.9375,364.31982421875,131782.71875,249.8226318359375,131782.71875,363.0188903808594
6,129176.7578125,244.84686279296875,129176.7578125,359.41168212890625,129529.984375,247.2791290283203,129529.984375,359.9027404785156
7,126588.171875,240.68487548828125,126588.171875,355.7923278808594,126504.2265625,244.0070037841797,126504.2265625,355.67431640625
8,124264.765625,238.40643310546875,124264.765625,352.5120849609375,124510.140625,239.69790649414062,124510.140625,352.8599548339844
9,121501.3359375,234.17088317871094,121501.3359375,348.5704040527344,123472.453125,237.76779174804688,123472.453125,351.386474609375
10,119653.859375,231.19442749023438,119653.859375,345.9101867675781,120070.3125,235.5283203125,120070.3125,346.5116271972656
11,115665.6015625,227.07948303222656,115665.6015625,340.0964660644531,117006.625,231.83494567871094,117006.625,342.06231689453125
12,112237.71875,222.59156799316406,112237.71875,335.01898193359375,114609.34375,232.0233154296875,114609.34375,338.5400085449219
13,109325.7421875,220.27610778808594,109325.7421875,330.6444396972656,110927.8203125,222.33290100097656,110927.8203125,333.05828857421875
14,106481.2265625,216.66575622558594,106481.2265625,326.3146057128906,108164.5625,218.95620727539062,108164.5625,328.8838195800781
15,103963.8515625,214.26341247558594,103963.8515625,322.43426513671875,105675.2109375,216.3438262939453,105675.2109375,325.0772399902344
16,100896.9140625,211.46893310546875,100896.9140625,317.6427307128906,103436.8125,214.1181640625,103436.8125,321.6159362792969
17,98508.65625,210.2303924560547,98508.65625,313.86090087890625,102100.3046875,211.68238830566406,102100.3046875,319.5313720703125
18,97200.0546875,208.58262634277344,97200.0546875,311.76922607421875,102157.9296875,218.24063110351562,102157.9296875,319.6215515136719
19,95221.640625,206.95108032226562,95221.640625,308.5800476074219,100029.5078125,208.84532165527344,100029.5078125,316.2744140625
20,93120.9921875,204.59156799316406,93120.9921875,305.1573181152344,97182.5390625,207.1828155517578,97182.5390625,311.74114990234375
21,91595.8125,202.25906372070312,91595.8125,302.64801025390625,96412.015625,210.0459747314453,96412.015625,310.5028381347656
22,90403.78125,201.23590087890625,90403.78125,300.6722106933594,94329.890625,207.4015655517578,94329.890625,307.1317138671875
